tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
Friendly,1539706500,Oct 16 2018 - 4:15pm,complete,StÄd al-Bahrayn al-WatanÄ« (Bahrain National Stadium) (Riffa),,Bahrain,Myanmar,,,0.75,0,1.29,0,4,1,5,1,1,0,45;48;68;70,52,4,9,,,,,,,,,21,11,12,7,9,4,,,50,50,2.67,1.52
Friendly,1539712800,Oct 16 2018 - 6:00pm,complete,King Abdullah Sports City,,Argentina,Brazil,Felix Brych,,2.17,3,2.11,3,0,1,1,0,0,0,,90+3,4,2,5,0,2,0,1,4,0,2,16,16,5,5,11,11,15,21,62,38,1.63,1.71
Friendly,1539715500,Oct 16 2018 - 6:45pm,complete,MCH Arena,,Denmark,Austria,Ola Hobber Nilsen,,1.6,2.5,1.83,2.14,2,0,2,1,1,0,29;90+3,,1,6,0,0,2,0,0,0,1,1,14,12,9,3,5,9,9,10,52,48,1.74,1.27
Friendly,1539715500,Oct 16 2018 - 6:45pm,complete,Friends Arena,,Sweden,Slovakia,Jakob Kehlet,,0.4,1.33,0.5,1.25,1,1,2,0,0,0,52,84,9,3,1,0,1,0,0,1,1,0,18,22,7,7,11,15,13,13,39,61,1.98,2.19
Friendly,1539715500,Oct 16 2018 - 6:45pm,complete,Stade Roi Baudouin,,Belgium,Netherlands,Artur Manuel Ribeiro Soares Dias,,2.6,1.6,2.33,1.5,1,1,2,2,1,1,5,27,7,6,1,0,2,0,0,1,0,2,16,14,5,5,11,9,12,10,52,48,1.73,1.49
UEFA Nations League,1539715500,Oct 16 2018 - 6:45pm,complete,Stade de France,,France,Germany,,4,2,0.5,1.75,0.5,2,1,3,1,0,1,62;80,14,5,8,0,0,1,0,0,0,1,0,9,6,5,4,4,2,10,12,43,57,1.15,1.09
UEFA Nations League,1539715500,Oct 16 2018 - 6:45pm,complete,Oblasny SportKomplex Metalist,,Ukraine,Czech Republic,Gediminas MaÅ¾eika,4,3,1.5,2.25,1.5,1,0,1,1,1,0,43,,3,7,1,0,2,0,1,0,1,1,12,12,4,7,8,5,12,15,52,48,1.31,1.67
UEFA Nations League,1539715500,Oct 16 2018 - 6:45pm,complete,Aviva Stadium,,Republic of Ireland,Wales,BjÃ¶rn Kuipers,4,0.5,1.5,0.5,1.5,0,1,1,0,0,0,,58,6,4,3,0,1,0,1,2,1,0,8,7,6,4,2,3,12,5,45,55,1.29,1.04
UEFA Nations League,1539715500,Oct 16 2018 - 6:45pm,complete,Ullevaal Stadion,,Norway,Bulgaria,John Beaton,4,2,3,2.17,1.83,1,0,1,1,1,0,31,,6,1,1,0,6,0,1,0,3,3,8,5,2,3,6,2,17,16,53,47,1.04,0.71
UEFA Nations League,1539715500,Oct 16 2018 - 6:45pm,complete,Stadion StoÅ¾ice,,Slovenia,Cyprus,Mads-Kristoffer Kristoffersen,4,0,1,0.5,0.83,1,1,2,1,0,1,83,37,6,0,2,1,2,2,1,2,1,3,18,6,7,3,11,3,17,12,71,29,1.95,0.78
UEFA Nations League,1539715500,Oct 16 2018 - 6:45pm,complete,Daugavas StadionÄ (RÄ«ga (Riga)),,Latvia,Georgia,Petr Ardeleanu,4,0.67,3,0.67,2.67,0,3,3,2,0,2,,8;29;61,4,5,1,0,0,0,0,1,0,0,9,12,2,7,7,5,18,13,46,54,1.25,1.68
UEFA Nations League,1539715500,Oct 16 2018 - 6:45pm,complete,Victoria Stadium,,Gibraltar,Liechtenstein,Vasilis Demetriou,4,1,1,1,0.67,2,1,3,1,0,1,61;66,15,6,2,2,0,4,0,0,2,1,3,11,8,7,7,4,1,15,16,48,52,1.6,1.35
Friendly,1539734400,Oct 17 2018 - 12:00am,complete,Red Bull Arena,,Colombia,Costa Rica,Ismail Elfath,,2,0.75,2.14,1.09,3,1,4,2,1,1,30;72;90+2,44,6,2,2,0,2,0,1,1,1,1,23,4,9,2,14,2,11,15,57,43,2.48,0.56
Friendly,1539734400,Oct 17 2018 - 12:00am,complete,Pratt & Whitney Stadium at Rentschler Field (East Hartford- Connecticut),24959,USA,Peru,,,1.38,2,1.09,1.55,1,1,2,0,0,0,49,86,2,6,1,0,2,0,0,1,1,1,6,16,2,2,4,14,9,10,31,69,0.73,1.64
Friendly,1539740700,Oct 17 2018 - 1:45am,complete,Estadio La Corregidora,33000,Mexico,Chile,Joel Antonio Aguilar Chicas,,1.44,1.29,1.08,1.5,0,1,1,0,0,0,,89,10,7,2,0,2,0,0,2,1,1,15,14,6,5,9,9,11,19,49,51,1.75,1.53
Friendly,1541249100,Nov 03 2018 - 12:45pm,complete,Stadium Nasional Bukit Jalil,,Malaysia,Maldives,,,1.86,0,2,0,3,0,3,1,1,0,16;81;9003,,10,8,2,0,1,0,1,1,0,1,10,6,7,5,3,1,,,50,50,1.53,1.04
Friendly,1542218400,Nov 14 2018 - 6:00pm,complete,Stadio di Cornaredo,,Switzerland,Qatar,Kevin Blom,,2,2.17,1.67,2.22,0,1,1,0,0,0,,86,9,4,0,0,1,0,0,0,0,1,18,8,5,3,13,5,12,4,64,36,2.04,0.9
Friendly,1542276000,Nov 15 2018 - 10:00am,complete,Stadion Energa GdaÅ„sk,,Uzbekistan,Lebanon,,,1,1.33,0.9,1,0,0,0,0,0,0,,,3,7,,,,,,,,,4,16,0,6,4,10,,,50,50,0.63,1.93
Friendly,1542292200,Nov 15 2018 - 2:30pm,complete,Azadi Stadium,,Iran,Trinidad and Tobago,Saoud Al Athbah,,2.25,1,2.09,0.75,1,0,1,0,0,0,50,,4,0,1,0,1,0,0,1,1,0,10,5,4,0,6,5,,,50,50,1.26,0.47
UEFA Nations League,1542294000,Nov 15 2018 - 3:00pm,complete,Astana Arena,,Kazakhstan,Latvia,Jens Maae,5,1.25,0.5,1,0.67,1,1,2,1,1,0,37,48,7,2,0,0,0,0,0,0,0,0,23,8,6,3,17,5,16,8,67,33,2.78,1.08
Friendly,1542301200,Nov 15 2018 - 5:00pm,complete,Stadion Energa GdaÅ„sk,34783,Poland,Czech Republic,Stephan Klossner,,1.6,1,1.33,1.5,0,1,1,0,0,0,,52,12,3,0,0,1,0,0,0,0,1,19,14,8,6,11,8,13,17,57,43,2.4,1.78
Friendly,1542305700,Nov 15 2018 - 6:15pm,complete,Winner Stadium,,Israel,Guatemala,JÃ©rÃ´me Brisard,,0,1.5,1,1.2,7,0,7,3,3,0,5;27;37;53;62;79;88,,5,2,3,0,0,0,1,2,0,0,13,8,11,2,2,6,7,5,63,37,2.01,0.93
Friendly,1542311100,Nov 15 2018 - 7:45pm,complete,Red Bull Arena (Leipzig),35288,Germany,Russia,Sandro SchÃ¤rer,,1.4,0.8,1.67,0.67,3,0,3,3,3,0,8;25;40,,8,4,0,0,1,0,0,0,0,1,13,9,8,0,5,9,7,9,67,33,1.74,0.85
Friendly,1542311100,Nov 15 2018 - 7:45pm,complete,Aviva Stadium,31241,Republic of Ireland,Northern Ireland,Slavko VinÄiÄ‡,,1,1.75,1,1.6,0,0,0,0,0,0,,,3,11,2,0,1,0,1,1,0,1,9,13,3,4,6,9,11,15,41,59,0.93,1.48
UEFA Nations League,1542311100,Nov 15 2018 - 7:45pm,complete,Stade Roi Baudouin,28891,Belgium,Iceland,Orel Grinfeeld,5,3,0,2.25,0,2,0,2,0,0,0,65;81,,8,1,2,0,1,0,0,2,1,0,12,7,7,3,5,4,12,5,65,35,1.92,0.8
UEFA Nations League,1542311100,Nov 15 2018 - 7:45pm,complete,Stadion Maksimir,33018,Croatia,Spain,Aliaksei Kulbakov,5,0.5,2,1,1.5,3,2,5,0,0,0,54;69;90+3,56;78,5,3,2,0,2,0,0,2,0,2,10,9,7,6,3,3,10,11,33,67,1.43,1.38
UEFA Nations League,1542311100,Nov 15 2018 - 7:45pm,complete,Ernst-Happel-Stadion,37200,Austria,Bosnia-Herzegovina,Andrew Dallas,5,1.5,3,1.75,2.5,0,0,0,0,0,0,,,6,5,2,0,3,0,1,1,0,3,9,13,2,5,7,8,8,14,52,48,0.97,1.5
UEFA Nations League,1542311100,Nov 15 2018 - 7:45pm,complete,Groupama ArÃ©na,,Hungary,Estonia,Enea Jorgji,5,1,0.25,1.67,0.67,2,0,2,1,1,0,8;69,,4,3,1,0,3,0,0,1,1,2,16,5,9,2,7,3,16,14,60,40,2.05,0.61
UEFA Nations League,1542311100,Nov 15 2018 - 7:45pm,complete,Olympiako Stadio Spyros Louis,,Greece,Finland,Luca Banti,5,1.5,3,1.5,2,1,0,1,1,1,0,25,,3,2,0,0,1,0,0,0,0,1,10,3,2,0,8,3,10,15,60,40,1.13,0.39
UEFA Nations League,1542311100,Nov 15 2018 - 7:45pm,complete,Estadi Nacional,,Andorra,Georgia,Radu Petrescu,5,0.5,3,0.67,2.67,1,1,2,1,0,1,63,9,1,8,4,0,1,0,0,4,0,1,6,13,3,6,3,7,21,14,28,72,0.74,1.69
UEFA Nations League,1542311100,Nov 15 2018 - 7:45pm,complete,Stadio Olimpico di Serravalle,747,San Marino,Moldova,Georgios Kominis,5,0,1.25,0,1.5,0,1,1,0,0,0,,77,1,14,2,0,1,0,1,1,0,1,4,17,2,5,2,12,13,16,22,78,0.72,2.26
UEFA Nations League,1542311100,Nov 15 2018 - 7:45pm,complete,Stade Josy Barthel,4533,Luxembourg,Belarus,Serdar GÃ¶zÃ¼bÃ¼yÃ¼k,5,2.25,2,1.67,2.33,0,2,2,1,0,1,,37;54,3,7,4,0,2,0,0,4,0,2,16,17,4,9,12,8,18,17,49,51,1.79,2.28
Friendly,1542312000,Nov 15 2018 - 8:00pm,complete,Wembley Stadium,68155,England,USA,JesÃºs Gil Manzano,,2.6,1.33,2.67,1.09,3,0,3,2,2,0,25;27;77,,3,3,0,0,0,0,0,0,0,0,17,11,9,3,8,8,8,7,58,42,2.22,1.17
Friendly,1542331800,Nov 16 2018 - 1:30am,complete,Estadio Nacional de Lima,,Peru,Ecuador,LeodÃ¡n GonzÃ¡lez,,1.89,1.75,1.55,2.17,0,2,2,0,0,0,,47;74,3,1,0,0,2,0,0,0,2,0,5,6,3,5,2,1,9,25,50,50,1.21,1.13
Friendly,1542364200,Nov 16 2018 - 10:30am,complete,ÅŒita Bank Dome,,Japan,Venezuela,Ravshan Irmatov,,1.63,2,1.7,1.6,1,1,2,1,1,0,40,81,3,3,1,0,1,0,0,1,0,1,10,8,6,4,4,4,,,50,50,1.42,1.12
Friendly,1542373200,Nov 16 2018 - 1:00pm,complete,Faisal Al-Husseini International Stadium,,Palestine,Pakistan,,,0.5,0,0.8,0,2,1,3,2,1,1,36;78,17,5,1,,,,,,,,,17,3,5,3,12,0,,,50,50,2.03,0.64
Friendly,1542378300,Nov 16 2018 - 2:25pm,complete,Maktoum Bin Rashid al Maktoum Stadium (Al-Shabab Stadium) (Dubayy (Dubai)),,UAE,Bolivia,,,1,0.75,1.29,0.8,0,0,0,0,0,0,,,8,8,1,0,1,0,0,1,0,1,11,12,6,3,5,9,,,50,50,1.53,1.45
Friendly,1542378600,Nov 16 2018 - 2:30pm,complete,Sultan Qaboos Sport Complex,,Oman,Syria,,,1,1,1.67,1.25,1,1,2,2,1,1,30,45,3,4,1,0,2,0,1,0,1,1,19,14,10,9,9,5,,,50,50,2.45,2.09
Friendly,1542385800,Nov 16 2018 - 4:30pm,complete,Prince Mohamed bin Fahd Stadium,,Saudi Arabia,Yemen,,,1,0,1.13,0,1,0,1,1,1,0,33,,4,1,0,0,0,0,0,0,0,0,19,5,7,0,12,5,9,17,69,31,2.42,0.57
UEFA Nations League,1542397500,Nov 16 2018 - 7:45pm,complete,Stadion Feijenoord,,Netherlands,France,Anthony Taylor,5,1.5,2.33,1.67,1.75,2,0,2,1,1,0,44;90+6,,8,2,1,0,4,0,1,0,0,4,15,6,12,3,3,3,9,13,64,36,2.27,0.78
UEFA Nations League,1542397500,Nov 16 2018 - 7:45pm,complete,City Arena Trnava,9764,Slovakia,Ukraine,Nikola DabanoviÄ‡,5,0,3,0.75,2.25,4,1,5,2,2,0,6;26;52;61,47,4,2,1,0,3,0,0,1,1,2,10,12,5,8,5,4,15,10,44,56,1.25,1.62
UEFA Nations League,1542397500,Nov 16 2018 - 7:45pm,complete,Cardiff City Stadium,,Wales,Denmark,Ivan KruÅ¾liak,5,2,2,1.5,2,1,2,3,1,0,1,89,42;88,6,5,4,0,5,0,1,3,0,5,15,8,8,4,7,4,9,12,53,47,1.89,1.08
UEFA Nations League,1542397500,Nov 16 2018 - 7:45pm,complete,Neo GSP (NicosÃ­a (LevkosÃ­a)),,Cyprus,Bulgaria,Mohammed Al Hakim,5,1,2.25,0.83,1.83,1,1,2,1,1,0,24,89,1,10,2,0,1,0,0,2,0,1,6,15,4,8,2,7,17,11,31,69,0.98,2.34
UEFA Nations League,1542397500,Nov 16 2018 - 7:45pm,complete,Stadion StoÅ¾ice,,Slovenia,Norway,Ruddy Buquet,5,0.25,2.25,0.5,2.17,1,1,2,1,1,0,9,85,3,8,1,0,2,0,0,1,0,2,3,15,3,6,0,9,16,12,38,62,0.46,1.84
UEFA Nations League,1542397500,Nov 16 2018 - 7:45pm,complete,Victoria Stadium,,Gibraltar,Armenia,Kai Erik Steen,5,1.5,1.5,1,1.67,2,6,8,2,1,1,10;78,27;48;52;54;66;90+4,2,8,3,0,3,0,1,2,3,0,6,21,5,11,1,10,5,13,28,72,1.02,2.6
UEFA Nations League,1542397500,Nov 16 2018 - 7:45pm,complete,Rheinpark Stadion,,Liechtenstein,North Macedonia,Petr Ardeleanu,5,0.75,2.25,0.67,2.5,0,2,2,0,0,0,,53;90+1,1,7,2,1,1,0,1,2,0,1,2,12,0,6,2,6,21,15,26,74,0.34,1.77
Friendly,1542398400,Nov 16 2018 - 8:00pm,complete,Emirates Stadium,,Brazil,Uruguay,Craig Pawson,,3,1.5,3,1,1,0,1,0,0,0,76,,4,4,2,0,6,0,2,0,3,3,14,16,6,5,8,11,15,23,64,36,1.66,1.61
Friendly,1542412800,Nov 17 2018 - 12:00am,complete,Estadio Mario Alberto Kempes,,Argentina,Mexico,Esteban Ostojich,,1.86,1.3,2.11,1.08,2,0,2,1,1,0,44;83,,4,1,1,0,1,0,1,0,1,0,16,4,5,2,11,2,20,17,47,53,1.65,0.59
Friendly,1542413700,Nov 17 2018 - 12:15am,complete,Estadio El Teniente,,Chile,Costa Rica,GermÃ¡n Delfino,,1.5,0.67,1.5,1.09,2,3,5,1,0,1,70;90,36;59;64,6,4,4,0,3,0,0,4,0,3,22,13,9,5,13,8,16,16,60,40,2.81,1.61
Friendly,1542420000,Nov 17 2018 - 2:00am,complete,Estadio Tiburcio CarÃ­as Andino,12309,Honduras,Panama,,,0.33,0.63,0.8,0.5,1,0,1,0,0,0,75,,6,7,0,0,2,0,0,0,0,2,7,8,2,3,5,5,19,14,50,50,1.2,1.24
Friendly,1542427200,Nov 17 2018 - 4:00am,complete,Korman Stadium (Port Vila- Efate),,Vanuatu,New Caledonia,,,0,0,1,0.5,2,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1542444600,Nov 17 2018 - 8:50am,complete,Suncorp Stadium,,Australia,South Korea,Jumpei Iida,,2,1.46,2,1.5,1,1,2,1,0,1,90+4,22,8,3,2,0,1,0,0,2,1,0,20,7,13,4,7,3,16,13,52,48,2.88,1.22
UEFA Nations League,1542463200,Nov 17 2018 - 2:00pm,complete,Stadion Rajko MitiÄ‡,,Serbia,Montenegro,Alberto Undiano Mallenco,5,2,1.75,2.33,1.17,2,1,3,2,2,0,30;32,70,6,4,2,0,4,0,0,2,2,2,13,8,5,6,8,2,17,14,50,50,1.71,1.2
Friendly,1542474000,Nov 17 2018 - 5:00pm,complete,King Abdullah International Stadium,,Jordan,India,,,1.33,1,1.33,0.67,2,1,3,1,1,0,25;58,61,2,4,0,0,1,0,0,0,1,0,10,3,6,2,4,1,11,6,66,34,1.51,0.62
UEFA Nations League,1542474000,Nov 17 2018 - 5:00pm,complete,Konya BÃ¼yÃ¼kÅŸehir Belediye Stadyumu,,Turkey,Sweden,Istvan Kovacs,5,1,0.5,0.75,1.75,0,1,1,0,0,0,,71,7,7,1,0,2,0,0,1,0,2,10,8,4,4,6,4,14,16,57,43,1.27,1.11
UEFA Nations League,1542474000,Nov 17 2018 - 5:00pm,complete,BakÄ± Olimpiya Stadionu,,Azerbaijan,Faroe Islands,Demetris Masias,5,1.5,1,1.5,0.83,2,0,2,2,2,0,18;28,,17,1,1,0,2,0,1,0,0,2,10,2,5,0,5,2,9,14,70,30,1.75,0.42
UEFA Nations League,1542474000,Nov 17 2018 - 5:00pm,complete,Ta'Qali National Stadium,,Malta,Kosovo,Bartosz Frankowski,5,0.5,2,0.5,2.33,0,5,5,1,0,1,,15;70;78;80;86,5,3,3,0,0,0,1,2,0,0,6,15,2,8,4,7,12,11,50,50,0.74,1.76
UEFA Nations League,1542483900,Nov 17 2018 - 7:45pm,complete,Stadio Giuseppe Meazza,,Italy,Portugal,Danny Makkelie,5,1.33,3,1.25,2.33,0,0,0,0,0,0,,,4,3,3,0,3,0,0,3,2,1,12,6,4,2,8,4,10,11,65,35,1.49,0.67
UEFA Nations League,1542483900,Nov 17 2018 - 7:45pm,complete,Stadiumi Loro BoriÃ§i,,Albania,Scotland,Vladislav Bezborodov,5,1,1.5,0.75,2.25,0,4,4,2,0,2,,14;45+2;55;67,3,6,3,1,4,0,3,1,1,3,5,12,0,7,5,5,10,22,60,40,0.57,1.56
UEFA Nations League,1542483900,Nov 17 2018 - 7:45pm,complete,Stadionul Ilie OanÄƒ,,Romania,Lithuania,Marco Guida,5,1.5,0,2,0,3,0,3,1,1,0,7;47;65,,1,3,4,0,2,1,2,2,1,2,13,4,8,0,5,4,15,18,59,41,1.76,0.44
UEFA Nations League,1542549600,Nov 18 2018 - 2:00pm,complete,Wembley Stadium,78221,England,Croatia,Anastasios Sidiropoulos,6,1.33,1.33,1.33,1,2,1,3,0,0,0,78;85,57,9,4,1,0,3,0,1,0,0,3,11,11,8,5,3,6,9,11,65,35,1.76,1.21
UEFA Nations League,1542560400,Nov 18 2018 - 5:00pm,complete,Windsor Park,17895,Northern Ireland,Austria,Jonathan Lardot,6,0,1.33,0,1.75,1,2,3,0,0,0,57,49;90+3,5,1,1,0,2,0,0,1,0,2,6,9,3,4,3,5,9,11,55,45,0.99,1.08
UEFA Nations League,1542560400,Nov 18 2018 - 5:00pm,complete,Stadionul Zimbru,4642,Moldova,Luxembourg,Adrien Jaccottet,6,1.6,1.8,1.5,1.67,1,1,2,0,0,0,58,70,8,5,3,0,2,0,1,2,1,1,20,10,5,3,15,7,15,11,55,45,1.97,1.19
UEFA Nations League,1542560400,Nov 18 2018 - 5:00pm,complete,Stadio Olimpico di Serravalle,736,San Marino,Belarus,Giorgi Kruashvili,6,0,2.2,0,2.33,0,2,2,1,0,1,,8;53,0,13,2,0,0,0,1,1,0,0,2,20,0,10,2,10,18,11,22,78,0.29,2.48
Friendly,1542570300,Nov 18 2018 - 7:45pm,complete,Estadio de Gran Canaria,17798,Spain,Bosnia-Herzegovina,Carlos Miguel Taborda Xistra,,2.2,1.43,2.33,1.25,1,0,1,0,0,0,78,,11,1,2,0,1,0,1,1,1,0,21,4,6,3,15,1,11,8,66,34,2.18,0.66
UEFA Nations League,1542570300,Nov 18 2018 - 7:45pm,complete,swissporarena,15000,Switzerland,Belgium,Daniele Orsato,6,2,3,1.67,2.25,5,2,7,5,3,2,26;31;44;62;84,2;17,7,5,3,0,0,0,1,2,0,0,13,12,10,8,3,4,8,5,55,45,1.92,1.73
UEFA Nations League,1542570300,Nov 18 2018 - 7:45pm,complete,Groupama ArÃ©na,9200,Hungary,Finland,Slavko VinÄiÄ‡,6,1.4,2.4,1.67,2,2,0,2,2,2,0,29;37,,2,2,3,0,2,0,1,2,1,1,13,7,8,3,5,4,17,16,49,51,1.64,0.88
UEFA Nations League,1542570300,Nov 18 2018 - 7:45pm,complete,Olympiako Stadio Spyros Louis,5179,Greece,Estonia,Evgen Aranovskiy,6,1.8,0.2,1.5,0.67,0,1,1,1,0,1,,44,15,0,2,0,3,0,0,2,0,3,21,5,11,4,10,1,11,19,70,30,2.57,0.68
UEFA Nations League,1542646800,Nov 19 2018 - 5:00pm,complete,Estadi Nacional,,Andorra,Latvia,Halil Umut Meler,6,0.6,0.6,0.67,0.67,0,0,0,0,0,0,,,5,5,3,0,2,1,2,1,2,1,10,7,3,4,7,3,19,17,47,53,1.13,1.18
UEFA Nations League,1542646800,Nov 19 2018 - 5:00pm,complete,Boris Paichadze Dinamo Arena,,Georgia,Kazakhstan,Tiago Bruno Lopes Martins,6,2.6,1.2,2.67,1,2,1,3,0,0,0,59;84,90,13,6,0,0,2,0,0,0,1,1,21,10,9,5,12,5,9,13,65,35,2.4,1.21
Friendly,1542648600,Nov 19 2018 - 5:30pm,complete,Sultan Qaboos Sport Complex,,Oman,Bahrain,,,1,1.2,1.67,1.29,2,1,3,0,0,0,"579,001",69,5,6,,,,,,,,,16,28,9,9,7,19,,,50,50,2.21,2.97
Friendly,1542652200,Nov 19 2018 - 6:30pm,complete,Stadion am Kehrweg,,Qatar,Iceland,Pol van Boekel,,2.29,0.4,2.22,0.5,2,2,4,2,1,1,3;68,29;56,0,6,1,0,0,0,1,0,0,0,10,11,4,4,6,7,16,8,49,51,1.49,1.38
UEFA Nations League,1542656700,Nov 19 2018 - 7:45pm,complete,VELTINS-Arena,,Germany,Netherlands,Ovidiu HaÈ›egan,6,0.33,2,0.5,1.67,2,2,4,2,2,0,9;19,85;90,5,4,3,0,1,0,1,2,1,0,14,9,6,5,8,4,14,10,45,55,1.65,1.3
UEFA Nations League,1542656700,Nov 19 2018 - 7:45pm,complete,Sinobo Stadium,,Czech Republic,Slovakia,Alejandro JosÃ© HernÃ¡ndez HernÃ¡ndez,6,1,1,1.5,0.75,1,0,1,1,1,0,32,,7,6,2,0,2,0,1,1,1,1,6,6,3,3,3,3,13,14,43,57,0.95,0.98
UEFA Nations League,1542656700,Nov 19 2018 - 7:45pm,complete,Ceres Park,,Denmark,Republic of Ireland,Æliyar AÄŸayev,6,2.33,0.33,2,0.5,0,0,0,0,0,0,,,2,0,0,0,1,0,0,0,0,1,14,2,2,0,12,2,7,10,70,30,1.72,0.29
UEFA Nations League,1542656700,Nov 19 2018 - 7:45pm,complete,Stadion Vasil Levski,,Bulgaria,Slovenia,HÃ¼seyin GÃ¶Ã§ek,6,2,0.4,1.83,0.5,1,1,2,0,0,0,68,75,2,1,2,0,2,0,0,2,0,2,12,8,7,3,5,5,14,21,54,46,1.59,1
UEFA Nations League,1542656700,Nov 19 2018 - 7:45pm,complete,Neo GSP (NicosÃ­a (LevkosÃ­a)),,Cyprus,Norway,Istvan Vad II,6,1,2,0.83,2.17,0,2,2,1,0,1,,36;48,1,6,0,1,2,1,0,1,1,2,5,14,3,7,2,7,11,22,48,52,0.72,1.71
UEFA Nations League,1542656700,Nov 19 2018 - 7:45pm,complete,Telekom Arena (Skopje),,North Macedonia,Gibraltar,Daniyar Sakhi,6,2.4,1.2,2.5,1,4,0,4,1,1,0,27;67;80;90+2,,16,0,0,0,1,0,0,0,1,0,36,0,9,0,27,0,3,4,80,20,3.76,0.06
UEFA Nations League,1542656700,Nov 19 2018 - 7:45pm,complete,Rheinpark Stadion,,Liechtenstein,Armenia,Alain Durieux,6,0.6,1.8,0.67,1.67,2,2,4,2,1,1,44;47,9;85,2,9,2,0,1,0,0,2,0,1,8,21,4,9,4,12,13,18,40,60,0.91,2.48
Friendly,1542702600,Nov 20 2018 - 8:30am,complete,ANZ Stadium (Sydney),,Australia,Lebanon,Ryuji Sato,,1.83,1.25,2,1,3,0,3,2,2,0,19;41;68,,11,1,1,0,1,0,0,1,0,1,22,8,7,0,15,8,4,4,60,40,2.42,0.7
Friendly,1542708000,Nov 20 2018 - 10:00am,complete,Queensland Sport and Athletics Centre (Brisbane),,Uzbekistan,South Korea,Chris Beath,,1,1.43,0.9,1.5,0,4,4,2,0,2,,9;24;70;82,2,6,0,0,0,0,0,0,0,0,7,16,5,11,2,5,10,10,34,66,1.17,2.4
Friendly,1542709200,Nov 20 2018 - 10:20am,complete,Toyota Stadium (Toyota),,Japan,Kyrgyzstan,Ilgiz Tantashev,,1.56,1.75,1.7,1.4,4,0,4,2,2,0,2;19;72;73,,6,1,0,0,2,0,0,0,1,1,16,2,8,0,8,2,,,59,41,2.13,0.32
Friendly,1542715200,Nov 20 2018 - 12:00pm,complete,Wuyuanhe Sports Center (Haikou),,China,Palestine,Hettikankanamge Chrishantha Dilan Perera,,1.83,0.86,1.5,0.8,1,1,2,1,1,0,9,62,6,11,0,0,1,0,0,0,0,1,6,7,4,4,2,3,,,50,50,0.92,0.99
Friendly,1542723900,Nov 20 2018 - 2:25pm,complete,Zabeel Stadium,,UAE,Yemen,Shukri Al Hanfosh,,1,0,1.29,0,2,0,2,1,1,0,20;66,,5,1,0,0,1,0,0,0,0,1,11,9,7,5,4,4,20,16,50,50,1.49,1.15
Friendly,1542727800,Nov 20 2018 - 3:30pm,complete,Hamad bin Khalifa Stadium (Al-Ahli Stadium) (ad-DÅha (Doha)),,Iran,Venezuela,Abdulrahman Ibrahim Al Jassim,,2.33,1.75,2.09,1.6,1,1,2,2,1,1,42,35,6,2,2,0,1,0,1,1,0,1,11,6,6,4,5,2,,,50,50,1.6,1
Friendly,1542728700,Nov 20 2018 - 3:45pm,complete,Stephen Keshi Stadium (Asaba),,Nigeria,Uganda,,,0.8,1,0.83,1,0,0,0,0,0,0,,,8,1,1,0,4,0,1,0,2,2,17,5,5,0,12,5,,,50,50,1.93,0.69
Friendly,1542729600,Nov 20 2018 - 4:00pm,complete,Ali Al-Salem Al-Sabah Stadium (Al Farwaniyah (Ardiyah)),,Kuwait,Syria,,,1.14,1,1,1.25,1,2,3,0,0,0,9005,74;90,2,0,3,0,4,0,2,1,2,2,12,12,5,8,7,4,,,50,50,1.64,1.8
Friendly,1542729600,Nov 20 2018 - 4:00pm,complete,Sheikh Khalifa International Stadium (Al-'Ayn (Al Ain)),,Iraq,Bolivia,,,1.25,0.78,1.55,0.8,0,0,0,0,0,0,,,5,5,3,0,1,0,1,2,0,1,,,,,,,,,,,,
Friendly,1542733200,Nov 20 2018 - 5:00pm,complete,Stade Olympique de RadÃ¨s,8000,Tunisia,Morocco,,,1.6,2.6,1.33,2.67,0,1,1,1,0,1,,41,5,1,1,0,1,0,0,1,0,1,14,11,6,3,8,8,13,31,50,50,1.58,1.19
Friendly,1542733200,Nov 20 2018 - 5:00pm,complete,King Abdullah International Stadium,7500,Jordan,Saudi Arabia,Nawaf Abdulla Ghayyath Shukralla,,1.57,1.15,1.33,1.13,1,1,2,0,0,0,70,59,4,6,3,0,2,0,2,1,0,2,11,8,3,4,8,4,18,13,50,50,1.4,1.29
Friendly,1542733200,Nov 20 2018 - 5:00pm,complete,Moses Mabhida Stadium (Durban),8868,South Africa,Paraguay,,,2,0,1.67,0.33,1,1,2,1,0,1,90+3,32,2,5,0,0,3,0,0,0,0,3,11,10,5,4,6,6,,,50,50,1.66,1.5
